Code,Field,Value,Signals,Reasons
gnd:4146534-9,Related Subjects,Nachrichtenübertragungstechnik,1,umlaut/ß
gnd:4160072-1,Definition,"Used for electronics work for amateurs without specific application goals (e.g. for titles such as ""300 Schaltungen für den Hobby-Elektroniker"" or ""Das kleine Elektronik-Bastelbuch""). f Instructions are not considered pleonastic. If a meaningful SW from electronics is used, it is combined with -s Selbstbau; f Anleitung (e.g. s Hifi; -s Selbstbau; f Anleitung).",3,"umlaut/ß;common_words:das,den,für;suffix_patterns"
gnd:4193442-8,Related Subjects,Filterschaltung,1,suffix_patterns
gnd:4194369-7,Related Subjects,Filterschaltung,1,suffix_patterns
gnd:4237714-6,Related Subjects,Funkstörung,2,umlaut/ß;suffix_patterns
gnd:4263864-1,Related Subjects,Filterschaltung,1,suffix_patterns
gnd:4273155-0,Related Subjects,Filterschaltung,1,suffix_patterns
gnd:4276214-5,Related Subjects,Signalisierung,1,suffix_patterns
gnd:4324135-9,Alternate Name,Elektronikmüll,1,umlaut/ß
gnd:4383306-8,Related Subjects,Datenübertragung,2,umlaut/ß;suffix_patterns
gnd:4399580-9,Related Subjects,Elektronische Schaltung,1,suffix_patterns
gnd:4494313-1,Alternate Name,AM-RDS,1,common_words:am
gnd:4638259-8,Related Subjects,Kundenspezifische Schaltung,1,suffix_patterns
gnd:4784474-7,Related Subjects,Digitaler Empfänger,1,umlaut/ß
gnd:4788249-9,Related Subjects,Breitbandübertragung,2,umlaut/ß;suffix_patterns
gnd:4830454-2,Related Subjects,Digitaler Hörfunk,1,umlaut/ß
gnd:4842998-3,Related Subjects,Elektronische Schaltung,1,suffix_patterns
gnd:7525182-6,Related Subjects,Mobiles Endgerät,1,umlaut/ß
gnd:7554968-2,Related Subjects,Paketvermittlung,1,suffix_patterns
gnd:7578090-2,Related Subjects,Abspielgerät,1,umlaut/ß
gnd:7578092-6,Related Subjects,Tonträger,1,umlaut/ß
gnd:7634797-7,Related Subjects,Rundfunkempfänger,1,umlaut/ß
gnd:7728856-7,Related Subjects,Rundfunkempfänger,1,umlaut/ß
gnd:7734062-0,Alternate Name,FuMG 62 Würzburg,1,umlaut/ß
gnd:7741795-1,Related Subjects,Filterschaltung,1,suffix_patterns
gnd:7748787-4,Definition,Mit SW Empfängerdiversity bzw. Antennendiversity wird ggf verknüpft.,2,umlaut/ß;common_words:mit
gnd:7748792-8,Definition,Mit Polarisationsmehrfachempfang bzw Raumdiversity wird ggf verknüpft.,2,umlaut/ß;common_words:mit
gnd:7754880-2,Alternate Name,Simonetta Stereo-Großsuper ST 6501,1,umlaut/ß
gnd:7754880-2,Related Subjects,Rundfunkempfänger,1,umlaut/ß
gnd:1072875500,Related Subjects,Oberflächenbehandlung,2,umlaut/ß;suffix_patterns
gnd:1106876032,Related Subjects,Tonbandgerät,1,umlaut/ß
gnd:1124866051,Related Subjects,Gedruckte Schaltung,1,suffix_patterns
gnd:1169674275,Related Subjects,Tonbandgerät,1,umlaut/ß
gnd:1314515489,Related Subjects,Filterschaltung,1,suffix_patterns
